City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,ardesen,40,TR,1577562199,93,41.19,40.99,46.4,4.7
384,cervo,7,BR,1577562199,87,-22.19,-46.24,71.29,4.74
385,yangjiang,66,CN,1577562199,48,21.85,111.96,62.92,2.44
386,sibolga,100,ID,1577562199,97,1.74,98.78,70.79,2.95
387,kuznechnoye,12,RU,1577562199,89,61.12,29.87,28.0,0.87
388,broken hill,100,AU,1577562199,27,-31.97,141.45,86.0,6.93
389,wenatchee,90,US,1577562054,92,47.42,-120.31,34.0,5.82
390,paveh,0,IR,1577562199,92,35.05,46.36,27.3,2.37
391,vila do maio,2,CV,1577562134,36,15.13,-23.22,78.8,12.75
392,neryungri,95,RU,1577562200,99,56.66,124.71,-31.18,3.56
393,strzelce opolskie,90,PL,1577562200,79,50.52,18.3,32.0,5.82
394,kutum,0,SD,1577562200,24,14.2,24.66,56.35,4.94
395,vanimo,91,PG,1577562200,76,-2.67,141.3,80.26,4.47
396,brewster,1,US,1577562200,52,41.76,-70.08,48.99,5.82
397,lucapa,100,AO,1577561778,93,-8.42,20.74,67.42,2.93
398,brae,100,GB,1577562135,100,60.4,-1.35,50.0,21.92
399,kloulklubed,75,PW,1577562200,78,7.04,134.26,78.8,9.17
400,altay,0,CN,1577561800,23,47.83,88.13,-0.51,4.59
401,cuencame,100,MX,1577562201,13,24.87,-103.7,69.94,26.64
402,roald,75,NO,1577561828,61,62.58,6.12,50.0,16.11
403,dhamnod,0,IN,1577562201,40,23.44,74.97,48.22,9.57
404,kaz,0,RU,1577562201,81,53.11,87.55,-4.56,5.03
405,karratha,52,AU,1577561953,61,-20.74,116.85,89.2,8.34
406,soyo,40,AO,1577561784,79,-6.13,12.37,84.2,6.93
407,srandakan,99,ID,1577561808,89,-7.94,110.25,75.87,2.21
408,menomonie,90,US,1577562202,86,44.88,-91.92,36.0,11.41
409,luchegorsk,21,RU,1577562202,95,46.44,134.3,-14.69,1.36
410,whitehorse,40,CA,1577561818,89,60.72,-135.06,32.0,17.22
411,raudeberg,100,NO,1577562202,81,61.99,5.14,50.0,29.97
412,magrath,20,CA,1577562202,50,49.42,-112.86,30.99,11.41
413,pangai,100,TO,1577562202,92,-19.8,-174.35,74.73,26.84
414,wagar,99,US,1577562202,82,31.44,-87.99,73.0,1.01
415,bennington,75,US,1577562202,56,42.88,-73.2,44.6,11.41
416,saravan,75,AM,1577562202,80,39.72,45.65,39.2,9.17
417,beira,0,ES,1577562203,87,43.2,-8.36,54.0,5.82
418,botucatu,85,BR,1577562203,75,-22.89,-48.44,78.15,1.97
419,port macquarie,0,AU,1577562096,88,-31.43,152.91,63.0,3.36
420,nara,0,JP,1577562203,81,34.68,135.8,42.8,6.93
421,ust-omchug,100,RU,1577562203,75,61.13,149.63,-13.07,3.02
422,tessalit,0,ML,1577562123,14,20.2,1.01,65.57,9.46
423,aranos,100,NA,1577562203,48,-24.14,19.11,80.15,2.39
424,georgiyevka,100,RU,1577562203,73,52.25,40.45,26.13,7.02
425,mus,97,FR,1577562203,65,43.74,4.2,46.4,10.29
426,katherine,100,AU,1577561823,74,-14.47,132.26,80.6,3.36
427,grigiskes,90,LT,1577562204,79,54.68,25.08,28.99,12.75
428,tuatapere,97,NZ,1577562110,81,-46.13,167.69,51.01,1.99
429,porto uniao,68,BR,1577562204,45,-26.24,-51.08,80.94,2.48
430,amapa,40,HN,1577562204,51,15.09,-87.97,84.2,4.7
431,tecpan,20,GT,1577562204,34,14.76,-90.99,80.6,11.41
432,villa bruzual,100,VE,1577562205,57,9.33,-69.12,87.71,2.59
433,dzaoudzi,100,YT,1577561833,100,-12.79,45.27,78.8,4.7
434,cidreira,0,BR,1577562101,90,-30.17,-50.22,75.11,20.33
435,vestmannaeyjar,75,IS,1577561804,86,63.44,-20.27,41.0,9.17
436,mehamn,98,NO,1577562128,80,71.03,27.85,36.03,29.64
437,el bagre,97,CO,1577562205,75,7.6,-74.8,83.53,2.46
438,rocha,100,UY,1577562205,69,-34.48,-54.34,81.61,11.03
439,meulaboh,8,ID,1577562131,79,4.14,96.13,80.96,7.96
440,gejiu,9,CN,1577561809,96,23.36,103.16,46.06,3.51
441,kahului,20,US,1577562111,74,20.89,-156.47,78.8,16.11
442,fort nelson,75,CA,1577562120,77,58.81,-122.69,-2.2,4.7
443,northam,90,AU,1577562206,82,-31.65,116.67,66.0,4.7
444,perry,90,US,1577561931,78,30.12,-83.58,77.0,8.05
445,dombasle-sur-meurthe,100,FR,1577562207,90,48.62,6.35,34.0,3.36
446,namwala,68,ZM,1577562207,89,-15.75,26.45,68.43,2.57
447,kichmengskiy gorodok,67,RU,1577562207,92,59.99,45.81,8.19,7.25
448,marawi,4,PH,1577561826,86,8.0,124.29,71.01,7.0
449,mount isa,0,AU,1577561795,57,-20.73,139.49,78.8,2.24
450,saryozek,100,KZ,1577562207,71,44.36,77.98,31.77,3.27
451,sangmelima,21,CM,1577562207,74,2.93,11.98,73.33,4.79
452,xiaoweizhai,100,CN,1577562208,93,26.23,107.51,45.79,1.39
453,ozuluama,72,MX,1577562208,75,21.12,-98.35,75.15,4.36
454,ust-uda,0,RU,1577562208,95,54.17,103.03,-32.42,2.28
455,cockburn town,75,TC,1577561860,83,21.46,-71.14,78.8,17.22
456,luderitz,0,NA,1577562098,88,-26.65,15.16,62.6,21.92
457,kasongo-lunda,100,CD,1577562208,97,-6.48,16.82,69.73,0.13
458,cayenne,75,GF,1577562079,70,4.94,-52.33,86.0,13.87
459,beaverlodge,90,CA,1577562208,73,55.21,-119.43,23.0,4.7
460,oskarshamn,100,SE,1577562209,86,57.26,16.44,30.99,3.36
461,chapais,90,CA,1577562115,79,49.78,-74.86,26.6,11.41
462,manica,75,MZ,1577562209,100,-18.94,32.88,73.4,6.11
463,saint-marc-des-carrieres,75,CA,1577562209,69,46.68,-72.05,39.0,10.29
464,kaohsiung,90,TW,1577562099,93,22.62,120.31,66.2,4.7
465,marzuq,0,YE,1577562209,26,14.4,46.47,56.39,2.84
466,tual,100,ID,1577562209,73,-5.67,132.75,83.82,12.46
467,aasiaat,0,GL,1577562209,77,68.71,-52.87,3.67,6.64
468,basco,90,US,1577562210,100,40.33,-91.2,51.01,10.29
469,ambilobe,100,MG,1577562109,93,-13.19,49.05,74.73,3.09
470,ayagoz,100,KZ,1577562210,68,47.96,80.43,17.47,3.53
471,tabas,0,IR,1577562210,36,33.6,56.92,46.4,4.7
472,ilo,100,PE,1577562210,69,-17.65,-71.34,73.4,9.17
473,misratah,8,LY,1577561837,70,32.38,15.09,61.41,21.74
474,asyut,0,EG,1577562210,54,27.18,31.19,53.6,4.7
475,portland,1,US,1577561894,42,43.66,-70.25,46.4,14.99
476,fare,67,PF,1577562125,71,-16.7,-151.02,81.1,6.73
477,leshukonskoye,81,RU,1577561807,95,64.9,45.76,8.29,7.63
478,mongo,100,CD,1577562211,95,-5.62,14.6,71.82,1.03
479,eyl,59,SO,1577562211,85,7.98,49.82,79.02,21.97
480,valreas,92,FR,1577562211,75,44.38,4.99,46.4,16.11
481,sola,100,TZ,1577562211,84,-3.17,33.8,66.49,2.35
482,cap malheureux,75,MU,1577562211,88,-19.98,57.61,78.01,11.41
483,vredendal,28,ZA,1577562211,54,-31.68,18.49,68.04,10.71
484,fairbanks,90,US,1577562040,63,64.84,-147.72,-9.4,8.05
485,dunedin,100,NZ,1577561792,51,-45.87,170.5,57.0,10.0
486,waipawa,2,NZ,1577561776,40,-39.94,176.59,65.41,3.58
487,kavaratti,94,IN,1577562133,71,10.57,72.64,83.08,4.34
488,kenai,90,US,1577562104,85,60.55,-151.26,15.01,4.7
489,volkach,75,DE,1577562212,92,49.86,10.23,30.0,6.93
490,lata,0,IN,1577562124,18,30.78,78.62,17.82,7.7
491,melita,100,CA,1577562212,85,49.27,-100.98,18.0,5.01
492,emmett,75,US,1577562212,100,43.87,-116.5,36.0,5.82
493,formosa do rio preto,100,BR,1577562213,57,-11.04,-45.19,82.38,0.83
494,ko samui,62,TH,1577562213,78,9.54,99.94,80.11,15.9
495,gat,0,SN,1577562124,37,14.69,-16.54,86.0,2.35
496,katsuura,40,JP,1577562100,80,33.93,134.5,39.2,10.29
497,senanga,100,ZM,1577562213,88,-16.1,23.3,71.29,6.08
498,quthing,81,LS,1577562213,78,-30.4,27.7,61.34,1.52
499,tembisa,35,ZA,1577562213,68,-26.02,28.2,70.0,5.82
500,la plata,75,AR,1577562213,49,-34.92,-57.95,93.0,4.7
501,codrington,100,AU,1577562132,93,-28.95,153.24,60.01,8.05
502,bakhtiyarpur,90,IN,1577562214,100,25.46,85.54,48.2,4.7
503,pemba,100,MZ,1577562214,88,-12.97,40.52,77.83,3.38
504,kaduna,0,NG,1577562214,19,10.52,7.44,67.37,8.19
505,cacapava do sul,30,BR,1577562214,44,-30.51,-53.49,91.89,4.36
506,kissamos,75,GR,1577562214,93,35.49,23.66,51.01,5.82
507,zhezkazgan,100,KZ,1577562214,95,47.8,67.71,29.71,13.42
508,hay river,75,CA,1577562129,76,60.82,-115.79,-5.8,4.7
509,suzhou,100,CN,1577562215,99,31.3,120.58,54.0,5.55
510,makakilo city,90,US,1577562120,88,21.35,-158.09,80.01,3.36
511,maldonado,100,UY,1577562084,62,-34.91,-54.96,84.2,4.7
512,etchojoa,20,MX,1577562215,34,26.91,-109.62,66.99,5.82
513,chingirlau,100,KZ,1577562215,89,51.09,54.08,18.5,3.42
514,wladyslawowo,75,PL,1577562215,72,54.79,18.4,36.0,9.17
515,edeia,94,BR,1577562215,75,-17.34,-49.93,80.98,8.84
516,giyon,73,ET,1577562216,80,8.53,37.98,58.73,6.31
517,port hedland,100,AU,1577562216,84,-20.31,118.58,86.0,6.93
518,belawan,98,ID,1577562216,95,-0.59,114.46,71.56,0.34
519,kosh-agach,0,RU,1577562216,89,49.99,88.66,-22.2,2.84
520,yeniseysk,15,RU,1577562216,96,58.45,92.17,-27.63,5.77
521,morros,75,BR,1577562216,66,-2.87,-44.04,87.8,18.34
522,coahuayana,100,MX,1577562216,36,18.62,-100.35,88.9,3.51
523,kamenka,100,MD,1577562216,87,48.03,28.7,33.01,3.0
524,sao paulo de olivenca,82,BR,1577562216,70,-3.38,-68.87,87.42,2.01
525,jacareacanga,100,BR,1577561805,96,-6.22,-57.76,77.34,3.42
526,svetlogorsk,75,RU,1577562104,78,53.14,59.15,17.6,8.95
527,havelock,1,US,1577561849,53,34.88,-76.9,75.99,6.93
528,safranbolu,100,TR,1577562217,94,41.25,32.69,29.41,1.3
529,tegh,100,AZ,1577562217,86,39.56,46.48,35.29,0.98
530,oktyabrskiy,75,RU,1577562096,86,55.61,37.97,30.2,4.47
531,nemuro,0,JP,1577562108,66,43.32,145.57,26.1,19.37
532,motril,0,ES,1577562218,58,36.75,-3.52,57.0,17.34
533,naze,29,NG,1577561802,73,5.43,7.07,77.0,5.93
534,raychikhinsk,0,RU,1577562218,96,49.8,129.4,-26.36,5.28
535,tiarei,40,PF,1577562107,78,-17.53,-149.33,82.4,13.87
536,lukovetskiy,20,RU,1577562218,85,64.29,41.92,12.2,6.71
537,khovu-aksy,0,RU,1577562218,89,51.13,93.72,-13.88,6.89
538,hailey,5,US,1577562080,57,43.52,-114.32,21.2,4.7
539,khorixas,7,NA,1577562218,33,-20.37,14.96,73.04,10.51
540,kijang,77,KR,1577562219,68,35.24,129.21,28.4,4.7
541,sao filipe,0,CV,1577562094,66,14.9,-24.5,72.3,10.89
542,lahij,0,YE,1577562219,64,13.06,44.88,75.49,2.89
543,tazovskiy,99,RU,1577562219,96,67.47,78.7,-21.12,13.02
544,leeton,100,AU,1577562219,41,-34.55,146.4,80.6,8.46
545,pavlodar,96,KZ,1577562219,84,52.28,76.96,-0.4,11.18
546,manyana,90,AU,1577562219,100,-35.26,150.51,69.01,4.7
547,alta gracia,75,AR,1577562219,74,-31.66,-64.43,80.6,21.92
548,aykhal,91,RU,1577562219,67,65.95,111.51,-27.4,4.47
549,teguise,0,ES,1577562220,55,29.06,-13.56,66.2,6.93
550,sukhobuzimskoye,20,RU,1577562220,73,56.5,93.28,-31.0,3.51
551,coudekerque-branche,40,FR,1577562220,93,51.02,2.39,42.01,3.36
